,TF,Target,Label
0,2,65,1
1,2,31,1
2,2,491,1
3,2,345,1
4,2,244,1
5,2,191,1
6,2,296,1
7,2,1193,1
8,2,964,1
9,2,432,1
10,2,1047,1
11,2,526,1
12,2,938,1
13,2,475,1
14,2,1133,1
15,2,805,1
16,2,1110,1
17,2,197,1
18,2,819,1
19,2,335,1
20,2,398,1
21,2,908,1
22,2,541,1
23,2,1046,1
24,2,1202,1
25,2,290,1
26,2,318,1
27,2,1166,1
28,2,834,1
29,2,791,1
30,2,71,1
31,2,794,1
32,2,457,1
33,2,891,1
34,2,919,1
35,2,673,1
36,2,548,1
37,2,1128,1
38,2,1152,1
39,2,1145,1
40,2,1021,1
41,2,825,1
42,2,314,1
43,2,664,1
44,2,13,1
45,2,1024,1
46,2,971,1
47,2,665,1
48,2,387,1
49,2,687,1
50,2,841,1
51,2,857,1
52,2,1146,1
53,2,480,1
54,2,1000,1
55,2,827,1
56,2,623,1
57,2,968,1
58,2,389,1
59,2,412,1
60,2,1151,1
61,2,955,1
62,2,814,1
63,2,400,1
64,2,372,1
65,2,679,1
66,2,303,1
67,2,731,1
68,2,789,1
69,2,57,1
70,2,413,1
71,2,53,1
72,2,450,1
73,2,598,1
74,2,618,1
75,2,361,1
76,2,265,1
77,2,420,1
78,2,1125,1
79,2,87,1
80,2,953,1
81,2,51,1
82,2,14,1
83,2,1111,1
84,2,1127,1
85,2,150,1
86,2,1072,1
87,2,1049,1
88,2,1,1
89,2,708,1
90,2,36,1
91,2,554,1
92,2,249,1
93,2,1172,1
94,2,587,1
95,2,1002,1
96,2,322,1
97,2,444,1
98,2,826,1
99,2,474,1
100,2,329,1
101,2,916,1
102,2,186,1
103,2,790,1
104,2,27,1
105,2,823,1
106,2,441,1
107,2,998,1
108,2,1069,1
109,2,246,1
110,2,511,1
111,2,11,1
112,2,556,1
113,2,523,1
114,2,127,1
115,2,855,1
116,2,628,1
117,2,648,1
118,2,778,1
119,2,988,1
120,2,658,1
121,2,409,1
122,2,300,1
123,2,1178,1
124,2,870,1
125,2,292,1
126,2,750,1
127,2,1107,1
128,2,173,1
129,2,81,1
130,2,1188,1
131,2,488,1
132,2,533,1
133,2,143,1
134,2,1078,1
135,2,220,1
136,2,319,1
137,2,28,1
138,2,384,1
139,2,137,1
140,2,716,1
141,2,868,1
142,2,795,1
143,2,675,1
144,2,1122,1
145,2,375,1
146,2,306,1
147,2,516,1
148,2,830,1
149,2,1187,1
150,2,1030,1
151,2,722,1
152,2,764,1
153,2,557,1
154,2,818,1
155,2,1140,1
156,2,890,1
157,2,691,1
158,2,408,1
159,2,1135,1
160,2,1077,1
161,2,780,1
162,2,792,1
163,2,603,1
164,2,130,1
165,2,46,1
166,2,682,1
167,2,1177,1
168,2,884,1
169,2,223,1
170,2,888,1
171,2,1089,1
172,2,258,1
173,2,808,1
174,2,120,1
175,2,686,1
176,2,169,1
177,2,561,1
178,2,183,1
179,2,863,1
180,2,1034,1
181,2,730,1
182,2,1108,1
183,2,61,1
184,2,650,1
185,2,996,1
186,2,281,1
187,2,822,1
188,2,54,1
189,2,765,1
190,2,115,1
191,2,558,1
192,2,391,1
193,2,367,1
194,2,667,1
195,2,438,1
196,2,272,1
197,2,848,1
198,2,672,1
199,2,927,1
200,2,702,1
201,2,113,1
202,2,1016,1
203,2,276,1
204,2,847,1
205,2,248,1
206,2,611,1
207,2,119,1
208,2,1171,1
209,2,406,1
210,2,1158,1
211,2,97,1
212,2,713,1
213,2,800,1
214,2,1156,1
215,2,961,1
216,2,777,1
217,2,586,1
218,2,1064,1
219,2,757,1
220,2,700,1
221,2,69,1
222,2,152,1
223,2,934,1
224,2,1036,1
225,2,240,1
226,2,107,1
227,2,158,1
228,2,634,1
229,2,302,1
230,2,1025,1
231,2,583,1
232,2,692,1
233,2,101,1
234,2,604,1
235,2,500,1
236,2,856,1
237,2,739,1
238,2,542,1
239,2,579,1
240,2,1182,1
241,2,798,1
242,2,917,1
243,2,44,1
244,2,642,1
245,2,866,1
246,2,261,1
247,2,1149,1
248,2,706,1
249,2,1113,1
250,2,67,1
251,2,9,1
252,2,1197,1
253,2,850,1
254,2,182,1
255,2,1048,1
256,2,976,1
257,2,629,1
258,2,737,1
259,2,688,1
260,2,684,1
261,2,1150,1
262,2,612,1
263,2,797,1
264,2,782,1
265,2,344,1
266,2,129,1
267,2,878,1
268,2,280,1
269,2,871,1
270,2,829,1
271,2,91,1
272,2,981,1
273,2,233,1
274,2,907,1
275,2,70,1
276,2,697,1
277,2,987,1
278,2,939,1
279,2,900,1
280,2,932,1
281,2,311,1
282,2,285,1
283,2,786,1
284,2,98,1
285,2,1008,1
286,2,1010,1
287,2,710,1
288,2,565,1
289,2,360,1
290,2,879,1
291,2,726,1
292,2,839,1
293,2,522,1
294,2,963,1
295,2,614,1
296,2,948,1
297,2,402,1
298,2,99,1
299,2,241,1
300,2,1130,1
301,2,493,1
302,2,353,1
303,2,301,1
304,2,39,1
305,2,1037,1
306,2,336,1
307,2,1087,1
308,2,352,1
309,2,43,1
310,2,540,1
311,2,242,1
312,2,975,1
313,2,835,1
314,2,732,1
315,2,744,1
316,2,1035,1
317,2,590,1
318,2,883,1
319,2,60,1
320,2,1041,1
321,2,530,1
322,2,1104,1
323,2,337,1
324,2,26,1
325,2,283,1
326,2,1194,1
327,2,1066,1
328,2,649,1
329,2,1054,1
330,2,25,1
331,2,984,1
332,2,785,1
333,2,1109,1
334,2,983,1
335,2,161,1
336,2,656,1
337,2,531,1
338,2,1105,1
339,2,949,1
340,2,135,1
341,2,238,1
342,2,735,1
343,2,1163,1
344,2,828,1
345,2,1096,1
346,2,427,1
347,2,454,1
348,2,90,1
349,2,174,1
350,2,876,1
351,2,112,1
352,2,379,1
353,2,1044,1
354,2,342,1
355,2,393,1
356,2,481,1
357,2,433,1
358,2,610,1
359,2,235,1
360,2,396,1
361,2,250,1
362,2,503,1
363,2,1155,1
364,2,1076,1
365,2,721,1
366,2,1092,1
367,2,1095,1
368,2,1058,1
369,2,510,1
370,2,165,1
371,2,714,1
372,2,551,1
373,2,20,1
374,2,263,1
375,2,545,1
376,2,327,1
377,2,505,1
378,2,401,1
379,2,1190,1
380,2,282,1
381,2,862,1
382,2,185,1
383,2,77,1
384,2,62,1
385,2,149,1
386,2,1160,1
387,2,308,1
388,2,492,1
389,2,477,1
390,2,201,1
391,2,177,1
392,2,429,1
393,2,733,1
394,2,52,1
395,2,423,1
396,2,1116,1
397,2,299,1
398,2,339,1
399,2,140,1
400,2,464,1
401,2,222,1
402,2,670,1
403,2,399,1
404,2,326,1
405,2,95,1
406,2,23,1
407,2,442,1
408,2,79,1
409,2,861,1
410,2,1013,1
411,2,755,1
412,2,473,1
413,2,534,1
414,2,539,1
415,2,762,1
416,2,633,1
417,2,756,1
418,2,362,1
419,2,502,1
420,2,712,1
421,2,738,1
422,2,1061,1
423,2,1189,1
424,2,921,1
425,2,723,1
426,2,469,1
427,2,228,1
428,2,47,1
429,2,580,1
430,2,1126,1
431,2,901,1
432,2,508,1
433,2,1032,1
434,2,752,1
435,2,867,1
436,2,602,1
437,2,853,1
438,2,809,1
439,2,911,1
440,2,172,1
441,2,210,1
442,2,227,1
443,2,1006,1
444,2,1091,1
445,2,496,1
446,2,365,1
447,2,404,1
448,2,518,1
449,2,428,1
450,2,1070,1
451,2,123,1
452,2,317,1
453,2,164,1
454,2,245,1
455,2,131,1
456,2,479,1
457,2,257,1
458,2,448,1
459,2,1103,1
460,2,1167,1
461,2,207,1
462,2,859,1
463,2,1147,1
464,2,1199,1
465,2,743,1
466,2,297,1
467,2,836,1
468,2,180,1
469,2,1142,1
470,2,160,1
471,2,946,1
472,2,852,1
473,2,923,1
474,2,776,1
475,2,781,1
476,2,394,1
477,2,1081,1
478,2,1139,1
479,2,294,1
480,2,21,1
481,2,715,1
482,2,874,1
483,2,1185,1
484,2,1201,1
485,2,962,1
486,2,882,1
487,2,880,1
488,2,1067,1
489,2,676,1
490,2,844,1
491,2,431,1
492,2,22,1
493,2,184,1
494,2,943,1
495,2,668,1
496,2,321,1
497,2,761,1
498,2,188,1
499,2,64,1
500,2,801,1
501,2,305,1
502,2,1088,1
503,2,416,1
504,2,740,1
505,2,88,1
506,2,229,1
507,2,1005,1
508,2,388,1
509,2,132,1
510,2,681,1
511,2,639,1
512,2,720,1
513,2,582,1
514,2,189,1
515,2,937,1
516,2,226,1
517,2,779,1
518,2,309,1
519,2,1196,1
520,2,1039,1
521,2,894,1
522,2,440,1
523,2,466,1
524,2,225,1
525,2,287,1
526,2,941,1
527,2,1100,1
528,2,1053,1
529,2,381,1
530,2,751,1
531,2,754,1
532,2,707,1
533,2,527,1
534,2,1038,1
535,2,1131,1
536,2,1138,1
537,2,295,1
538,2,273,1
539,2,56,1
540,2,589,1
541,2,487,1
542,2,386,1
543,2,1176,1
544,2,576,1
545,2,467,1
546,2,1040,1
547,2,705,1
548,2,1120,1
549,2,591,1
550,2,313,1
551,2,625,1
552,2,918,1
553,2,349,1
554,2,16,1
555,2,1195,1
556,2,596,1
557,2,520,1
558,2,121,1
559,2,1173,1
560,2,663,1
561,2,415,1
562,2,1003,1
563,2,893,1
564,2,157,1
565,2,512,1
566,2,369,1
567,2,514,1
568,2,787,1
569,2,482,1
570,2,378,1
571,2,741,1
572,2,864,1
573,2,117,1
574,2,74,1
575,2,38,1
576,2,230,1
577,2,846,1
578,2,925,1
579,2,82,1
580,2,544,1
581,2,472,1
582,2,1169,1
583,2,212,1
584,2,718,1
585,2,929,1
586,2,607,1
587,2,608,1
588,2,563,1
589,2,951,1
590,2,613,1
591,2,564,1
592,2,359,1
593,2,445,1
594,2,320,1
595,2,232,1
596,2,806,1
597,2,92,1
598,2,347,1
599,2,574,1
600,2,264,1
601,2,811,1
602,2,1159,1
603,2,111,1
604,2,897,1
605,2,788,1
606,2,501,1
607,2,1045,1
608,2,354,1
609,2,447,1
610,2,767,1
611,2,600,1
612,2,146,1
613,2,509,1
614,2,30,1
615,2,253,1
616,2,1015,1
617,2,936,1
618,2,896,1
619,2,513,1
620,2,912,1
621,2,15,1
622,2,560,1
623,9,221,1
624,9,83,1
625,9,721,1
626,9,581,1
627,9,320,1
628,9,115,1
629,9,1115,1
630,9,764,1
631,9,1097,1
632,9,483,1
633,9,1075,1
634,9,378,1
635,9,36,1
636,9,325,1
637,9,186,1
638,9,802,1
639,9,143,1
640,9,499,1
641,9,563,1
642,9,65,1
643,9,1118,1
644,9,317,1
645,9,927,1
646,9,1117,1
647,9,407,1
648,9,806,1
649,9,823,1
650,9,882,1
651,9,102,1
652,9,197,1
653,9,506,1
654,9,125,1
655,9,1064,1
656,9,907,1
657,9,975,1
658,9,944,1
659,9,712,1
660,9,518,1
661,9,614,1
662,9,574,1
663,9,916,1
664,9,192,1
665,9,616,1
666,9,479,1
667,9,58,1
668,9,757,1
669,9,1171,1
670,9,908,1
671,9,435,1
672,9,1099,1
673,9,406,1
674,9,819,1
675,9,1101,1
676,9,447,1
677,9,1141,1
678,9,1076,1
679,9,99,1
680,9,914,1
681,9,820,1
682,9,780,1
683,9,405,1
684,9,381,1
685,9,108,1
686,9,12,1
687,9,332,1
688,9,1006,1
689,9,152,1
690,9,1051,1
691,9,705,1
692,9,149,1
693,9,941,1
694,9,1058,1
695,9,1080,1
696,9,404,1
697,9,23,1
698,9,750,1
699,9,484,1
700,9,443,1
701,9,759,1
702,9,91,1
703,9,69,1
704,9,222,1
705,9,1186,1
706,9,641,1
707,9,887,1
708,9,179,1
709,9,542,1
710,9,767,1
711,9,601,1
712,9,410,1
713,9,2,1
714,9,848,1
715,9,1176,1
716,9,1032,1
717,9,625,1
718,9,402,1
719,9,393,1
720,9,252,1
721,9,49,1
722,9,93,1
723,9,1103,1
724,9,258,1
725,9,1063,1
726,9,928,1
727,9,56,1
728,9,245,1
729,9,370,1
730,9,1036,1
731,9,930,1
732,9,761,1
733,9,799,1
734,9,968,1
735,9,511,1
736,9,1188,1
737,9,734,1
738,9,1044,1
739,9,892,1
740,9,1181,1
741,9,158,1
742,9,486,1
743,9,327,1
744,9,129,1
745,9,1114,1
746,9,899,1
747,9,1035,1
748,9,375,1
749,9,960,1
750,9,577,1
751,9,791,1
752,9,694,1
753,9,593,1
754,9,439,1
755,9,903,1
756,9,355,1
757,9,988,1
758,9,1045,1
759,9,859,1
760,9,1187,1
761,9,425,1
762,9,1133,1
763,9,596,1
764,9,1138,1
765,9,570,1
766,9,981,1
767,9,994,1
768,9,1030,1
769,9,1147,1
770,9,533,1
771,9,816,1
772,9,844,1
773,9,46,1
774,9,526,1
775,9,101,1
776,9,845,1
777,9,1043,1
778,9,61,1
779,9,80,1
780,9,1189,1
781,9,198,1
782,9,1142,1
783,9,391,1
